Date,Open,High,Low,Close,Adj Close,Volume
2005-10-25,86.134102,113.537003,8.444520,89.976402,74.145866,14522284
2005-10-26,86.556297,93.269699,82.418503,83.896301,69.135498,4917912
2005-10-27,84.445198,87.569702,74.860703,77.140701,63.568474,2848534
2005-10-28,77.774002,80.222900,63.502800,65.613899,54.069721,2419601
2005-10-31,65.022797,76.591797,60.420502,72.834000,60.019516,4452759
2005-11-02,75.916199,76.000702,71.862900,72.960602,60.123852,1124692
2005-11-04,null,null,null,null,null,null
2005-11-07,73.636200,77.098503,71.102898,74.311798,61.237305,966409
2005-11-08,75.156197,76.549599,73.889503,74.987297,61.793968,451363
2005-11-09,72.200600,84.191902,72.200600,81.658501,67.291420,2092268
2005-11-10,85.205200,90.271896,79.167397,86.598503,71.362267,3887769
2005-11-11,87.358597,90.145203,83.769600,84.825203,69.900986,1652300
2005-11-14,84.445198,87.991898,82.925201,85.331902,70.318512,1281386
2005-11-16,84.445198,87.654099,84.445198,85.922997,70.805595,594393
2005-11-17,86.134102,87.400803,84.360703,84.951897,70.005363,274726
2005-11-18,85.500801,86.134102,80.687401,81.658501,67.291420,232048
2005-11-21,81.742996,81.742996,76.718498,78.533997,64.716637,393255
2005-11-22,76.845100,81.067398,76.845100,77.647400,63.986031,327512
2005-11-23,78.069603,80.560699,77.689598,78.449600,64.647102,255025
2005-11-24,78.998497,79.209602,75.156197,77.182899,63.603256,88789
2005-11-25,77.478500,78.871803,76.169601,76.718498,63.220558,170250
2005-11-28,77.900703,80.729599,77.562897,78.153999,64.403519,171313
2005-11-29,78.280701,78.280701,74.734001,75.620697,62.315907,86116
2005-11-30,76.127296,77.562897,74.776199,75.620697,62.315907,83702
2005-12-01,76.380699,76.845100,74.734001,75.367302,62.107117,35422
2005-12-02,76.211800,79.716301,76.211800,76.760696,63.255333,124025
2005-12-05,77.731796,77.731796,75.156197,75.831802,62.489864,28556
2005-12-06,74.649597,76.422897,73.931801,74.818398,61.654766,44992
2005-12-07,75.409599,75.958504,73.847298,74.311798,61.237305,35726
2005-12-08,75.494003,77.267303,74.311798,76.042900,62.663841,85711
2005-12-09,76.845100,77.689598,75.789597,76.085098,62.698608,27070
2005-12-12,77.689598,78.829597,76.422897,77.942902,64.229546,76980
2005-12-13,79.336304,79.378502,77.014000,77.647400,63.986031,35271
2005-12-14,77.478500,77.689598,74.776199,75.071800,61.863586,23635
2005-12-15,75.156197,76.760696,74.734001,75.240700,62.002773,17846
2005-12-16,75.156197,76.422897,75.156197,75.705101,62.385475,11366
2005-12-19,75.325104,79.547401,75.325104,77.774002,64.090370,37829
2005-12-20,79.336304,79.378502,75.578499,75.831802,62.489864,20446
2005-12-21,77.140701,77.140701,75.198402,75.620697,62.315907,14453
2005-12-22,76.296204,76.760696,75.156197,75.451797,62.176716,9622
2005-12-23,75.578499,76.085098,73.509499,73.805099,60.819759,11308
2005-12-26,71.905098,74.945099,71.145103,71.440598,58.871262,14345
2005-12-27,73.045097,74.311798,71.862900,73.467300,60.541389,14916
2005-12-28,72.960602,77.267303,72.918404,74.353996,61.272072,80664
2005-12-29,74.311798,75.409599,73.467300,74.607300,61.480827,12685
2005-12-30,75.494003,86.471901,75.494003,80.729599,66.525948,359896
2006-01-02,81.194099,91.960800,80.518501,86.091904,70.944794,878397
2006-01-03,89.849701,90.145203,85.289597,86.471901,71.257957,416050
2006-01-04,86.978600,88.203003,83.769600,84.487396,69.622604,140377
2006-01-05,84.445198,86.556297,81.531799,85.669601,70.596809,116111
2006-01-06,86.640800,91.834198,85.078499,88.540802,72.962837,408149
2006-01-09,89.469704,92.678596,88.245201,89.385201,73.658684,270487
2006-01-10,89.427498,91.031898,87.063004,87.822998,72.371315,105593
